,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
1021,Saxifraga osloënsis,oslosildre,1,Saxifraga osloënsis,63627,103667,Saxifraga osloënsis,Knaben,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Saxifraga,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Saxifraga,oslosildre,oslosildre,,3753813
1022,Saxifraga platysepala,trådsildre,2,Saxifraga platysepala,209289,103671,Saxifraga platysepala,(Trautv.) Tolm.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Saxifraga,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Saxifraga,trådsildre,trådsildre,,3032776
1023,Saxifraga rivularis,bekkesildre,2,Saxifraga rivularis,63632,103672,Saxifraga rivularis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Saxifraga,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Saxifraga,bekkesildre,bekkesildre,,3032783
1024,Saxifraga tridactylites,trefingersildre,1,Saxifraga tridactylites,63637,103677,Saxifraga tridactylites,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Saxifraga,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Saxifraga,trefingersildre,trefingersildre,,3032833
1025,Saxifraga oppositifolia,rødsildre,2,Saxifraga oppositifolia,63624,103664,Saxifraga oppositifolia,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Saxifragaceae,Saxifraga,,,,Plantae Magnoliophyta Eudicots Saxifragales Saxifragaceae Saxifraga,rødsildre,raudsildre,,8353146
1026,Scapania hyperborea,bruntvebladmose,1,Scapania hyperborea,187084,105402,Scapania hyperborea,Jørg.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Scapania,bruntvebladmose,bruntvebladmose,,8336103
1027,Scapania irrigua,sumptvebladmose,1,Scapania irrigua,187036,105403,Scapania irrigua,(Nees) Nees,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Scapania,sumptvebladmose,sumptvebladmose,,2689217
1028,Scapania uliginosa,kildetvebladmose,4,Scapania uliginosa,187118,105421,Scapania uliginosa,(Sw. ex Lindenb.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Scapania,kildetvebladmose,kjeldetvebladmose,,8368371
1029,Scapania undulata,bekketvebladmose,2,Scapania undulata,187117,105423,Scapania undulata,(L.) Dumort.,species,,,Moser,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Scapania,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Scapania,bekketvebladmose,bekketvebladmose,,2689218
1030,Schedonorus elatior,strandsvingel,1,Schedonorus elatior,201842,211758,Schedonorus elatior,(L.) P.Beauv.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Schedonorus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Schedonorus,strandsvingel,strandsvingel,,4126174
1031,Schedonorus giganteus,kjempesvingel,2,Schedonorus giganteus,137504,100192,Schedonorus giganteus,(L.) Holub,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Schedonorus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Schedonorus,kjempesvingel,kjempesvingel,,4126109
1032,Schedonorus pratensis,engsvingel,4,Schedonorus pratensis,137506,100193,Schedonorus pratensis,(Huds.) P.Beauv.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Schedonorus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Schedonorus,engsvingel,engsvingel,,4125878
1033,Scheuchzeria palustris,sivblom,1,Scheuchzeria palustris,59342,99382,Scheuchzeria palustris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Alismatales,Scheuchzeriaceae,Scheuchzeria,,,,Plantae Magnoliophyta Monocots Alismatales Scheuchzeriaceae Scheuchzeria,sivblom,sivblom,,2865260
1034,Schismatomma umbrinum,brun tusselav,2,Schismatomma umbrinum,42133,66160,Schismatomma umbrinum,(Coppins & P. James) P.M. Jørg. & Tønsberg,species,,,Lav,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Schismatomma,,,,Fungi Ascomycota Pezizomycotina Arthoniomycetes Arthoniales Roccellaceae Schismatomma,brun tusselav,,,7651211
1035,Schistidium frigidum,reipblomstermose,1,Schistidium frigidum,64363,104403,Schistidium frigidum,H.H.Blom,species,,,Moser,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,,,,Plantae Bryophyta Bryopsida Grimmiales Grimmiaceae Schistidium,reipblomstermose,reipblomstermose,,5281632
1036,Schistidium maritimum,saltblomstermose,2,Schistidium maritimum,182580,104409,Schistidium maritimum,(Sm. ex R.Scott) Bruch & Schimp.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Schistidium,,,,Plantae Bryophyta Bryopsida Grimmiales Grimmiaceae Schistidium,saltblomstermose,saltblomstermose,,5281645
1037,Schistostega pennata,lysmose,1,Schistostega pennata,187193,104303,Schistostega pennata,(Hedw.) F.Weber & D.Mohr,species,,,Moser,Plantae,Bryophyta,Bryopsida,Dicranales,Schistostegaceae,Schistostega,,,,Plantae Bryophyta Bryopsida Dicranales Schistostegaceae Schistostega,lysmose,lysmose,,2679339
1038,Schoenus ferrugineus,brunskjene,1,Schoenus ferrugineus,137518,99792,Schoenus ferrugineus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Schoenus,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Schoenus,brunskjene,brunskjene,,2709988
1039,Sciuro-hypnum reflexum,sprikelundmose,7,Sciuro-hypnum reflexum,183426,104594,Sciuro-hypnum reflexum,(Starke) Ignatov & Huttunen,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Sciuro-hypnum,sprikelundmose,sprikelundmose,,7493910
1040,Sciuro-hypnum starkei,strølundmose,1,Sciuro-hypnum starkei,183507,104595,Sciuro-hypnum starkei,(Brid.) Ignatov & Huttunen,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Sciuro-hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Sciuro-hypnum,strølundmose,strølundmose,,7430843
1041,Scleranthus perennis,flerårsknavel,4,Scleranthus perennis,61510,101550,Scleranthus perennis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Scleranthus,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Scleranthus,flerårsknavel,fleirårsknavel,,3085895
1042,Scorpidium,makkmoser,1,Scorpidium,64483,104523,Scorpidium,(Schimp.) Limpr.,genus,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,,,,,Plantae Bryophyta Bryopsida Hypnales Scorpidiaceae,makkmoseslekta,makkmoseslekta,,2681638
1043,Scorpidium cossonii,brunmakkmose,1,Scorpidium cossonii,184498,104524,Scorpidium cossonii,(Schimp.) Hedenäs,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium,,,,Plantae Bryophyta Bryopsida Hypnales Scorpidiaceae Scorpidium,brunmakkmose,brunmakkmose,,2681639
1044,Scorpidium revolvens,rødmakkmose,10,Scorpidium revolvens,184499,104525,Scorpidium revolvens,(Sw. ex anon.) Rubers,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium,,,,Plantae Bryophyta Bryopsida Hypnales Scorpidiaceae Scorpidium,rødmakkmose,raudmakkmose,,2681640
1045,Scorpidium scorpioides,stormakkmose,2,Scorpidium scorpioides,187593,104526,Scorpidium scorpioides,(Hedw.) Limpr.,species,,,Moser,Plantae,Bryophyta,Bryopsida,Hypnales,Scorpidiaceae,Scorpidium,,,,Plantae Bryophyta Bryopsida Hypnales Scorpidiaceae Scorpidium,stormakkmose,stormakkmose,,2681641
1046,Scorzoneroides autumnalis,føllblom,31,Scorzoneroides autumnalis,143938,100788,Scorzoneroides autumnalis,(L.) Moench,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Scorzoneroides,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Scorzoneroides,føllblom,følblom,,3133512
1047,Scrophularia nodosa,brunrot,2,Scrophularia nodosa,62545,102585,Scrophularia nodosa,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Scrophulariaceae,Scrophularia,,,,Plantae Magnoliophyta Eudicots Lamiales Scrophulariaceae Scrophularia,brunrot,brunrot,,3170886
1048,Scutellaria galericulata,skjoldbærer,4,Scutellaria galericulata,62325,102365,Scutellaria galericulata,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Scutellaria,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Scutellaria,skjoldbærer,skjoldberar,,2926759
1049,Scytinium gelatinosum,tuehinnelav,1,Scytinium gelatinosum,104745,145154,Scytinium gelatinosum,(With.) Otálora et al.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Scytinium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Scytinium,tuehinnelav,,,8597701
1050,Secale cereale,rug,1,Secale cereale,60155,100195,Secale cereale,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Secale,,,,Plantae Magnoliophyta Monocots Poales Poaceae Secale,rug,rug,,2705966
1051,Sedum acre,bitterbergknapp,14,Sedum acre,144241,103595,Sedum acre,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,bitterbergknapp,bitterbergknapp,,5362007
1052,Sedum album,hvitbergknapp,7,Sedum album,63556,103596,Sedum album,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,hvitbergknapp,kvitbergknapp,,5362008
1053,Sedum anglicum,kystbergknapp,3,Sedum anglicum,63557,103597,Sedum anglicum,Huds.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,kystbergknapp,kystbergknapp,,5687974
1054,Sedum annuum,småbergknapp,3,Sedum annuum,137565,103598,Sedum annuum,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,småbergknapp,småbergknapp,,5362038
1055,Sedum rupestre,broddbergknapp,2,Sedum rupestre,137569,103601,Sedum rupestre,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Sedum,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Sedum,broddbergknapp,broddbergknapp,,7768497
1056,Selaginella selaginoides,dvergjamne,24,Selaginella selaginoides,137578,103862,Selaginella selaginoides,(L.) P.Beauv. ex Mart. & Schrank,species,,,Karplanter,Plantae,Pteridophyta,Lycopsida,Selaginellales,Selaginellaceae,Selaginella,,,,Plantae Pteridophyta Lycopsida Selaginellales Selaginellaceae Selaginella,dvergjamne,dvergjamne,,2688197
1057,Selinum carvifolium,krusfrø,3,Selinum carvifolium,60324,100364,Selinum carvifolium,(L.) L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Selinum,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Selinum,krusfrø,krusfrø,,5371780
1058,Senecio viscosus,klistersvineblom,3,Senecio viscosus,60765,100805,Senecio viscosus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Senecio,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Senecio,klistersvineblom,klistersvineblom,,3107855
1059,Senecio vulgaris,åkersvineblom,5,Senecio vulgaris,60766,100806,Senecio vulgaris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Senecio,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Senecio,åkersvineblom,åkersvineblom,,3108983
1060,Seseli libanotis,hjorterot,2,Seseli libanotis,137601,100366,Seseli libanotis,(L.) W.D.J.Koch,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Seseli,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Seseli,hjorterot,hjorterot,,3034133
1061,Sibbaldia procumbens,trefingerurt,10,Sibbaldia procumbens,63435,103475,Sibbaldia procumbens,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Sibbaldia,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Sibbaldia,trefingerurt,trefingerurt,,3025029
1062,Silene acaulis,fjellsmelle,21,Silene acaulis,137641,101552,Silene acaulis,(L.) Jacq.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,fjellsmelle,fjellsmelle,,5384754
1063,Silene dioica,rød jonsokblom,20,Silene dioica,137661,101557,Silene dioica,(L.) Clairv.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,rød jonsokblom,raud jonsokblom,,5384795
1064,Silene latifolia alba,hvit jonsokblom,3,Silene latifolia alba,137713,101563,Silene latifolia alba,(Mill.) Greuter & Burdet,subspecies,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene Silene latifolia,hvit jonsokblom,kvit jonsokblom,,5586736
1065,Silene nutans,nikkesmelle,3,Silene nutans,61525,101565,Silene nutans,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,nikkesmelle,nikkesmelle,,5384781
1066,Silene uniflora,strandsmelle,5,Silene uniflora,144171,101569,Silene uniflora,Roth,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,strandsmelle,strandsmelle,,8406661
1067,Silene vulgaris,engsmelle,2,Silene vulgaris,144179,101572,Silene vulgaris,(Moench) Garcke,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,engsmelle,engsmelle,,9172281
1068,Silene wahlbergella,blindurt,5,Silene wahlbergella,137795,101573,Silene wahlbergella,Chowdhuri,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Silene,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Silene,blindurt,blindurt,,6364634
1069,Siphula ceratites,pyttlav,2,Siphula ceratites,52469,76496,Siphula ceratites,(Wahlenb.) Fr.,species,,,Lav,Fungi,Ascomycota,Sordariomycetes,Incertae sedis,Icmadophilaceae,Siphula,,,,Fungi Ascomycota Pezizomycotina Sordariomycetes Incertae sedis Icmadophilaceae Siphula,pyttlav,,,2600381
1070,Solanum dulcamara,slyngsøtvier,3,Solanum dulcamara,63713,103753,Solanum dulcamara,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Solanales,Solanaceae,Solanum,,,,Plantae Magnoliophyta Eudicots Solanales Solanaceae Solanum,slyngsøtvier,slyngsøtvier,,2932737
1071,Solidago canadensis,kanadagullris,1,Solidago canadensis,60776,100816,Solidago canadensis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Solidago,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Solidago,kanadagullris,kanadagullris,,5389029
1072,Solidago virgaurea,gullris,49,Solidago virgaurea,60780,100820,Solidago virgaurea,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Solidago,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Solidago,gullris,gullris,,6446462
1073,Solorina crocea,safranlav,6,Solorina crocea,54490,78517,Solorina crocea,(L.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,safranlav,,,2601134
1074,Solorina saccata,vanlig skållav,2,Solorina saccata,54493,78520,Solorina saccata,(L.) Ach.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,vanlig skållav,,,2601135
1075,Solorina spongiosa,svampskållav,1,Solorina spongiosa,54495,78522,Solorina spongiosa,(Ach.) Anzi,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Solorina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Solorina,svampskållav,,,2601133
1076,Sonchus arvensis,åkerdylle,10,Sonchus arvensis,60786,100826,Sonchus arvensis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,åkerdylle,åkerdylle,,3105813
1077,Sonchus asper,stivdylle,1,Sonchus asper,137871,100829,Sonchus asper,(L.) Hill,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,stivdylle,stivdylle,,3105782
1078,Sonchus oleraceus,haredylle,3,Sonchus oleraceus,60790,100830,Sonchus oleraceus,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Sonchus,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Sonchus,haredylle,haredylle,,8228544
1079,Sorbus aucuparia,rogn,22,Sorbus aucuparia,137885,103483,Sorbus aucuparia,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Sorbus,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Sorbus,rogn,rogn,,3012167
1080,Spergula arvensis,linbendel,5,Spergula arvensis,137956,101575,Spergula arvensis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergula,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergula,linbendel,linbendel,,3085810
1081,Spergula morisonii,vårbendel,2,Spergula morisonii,137965,101580,Spergula morisonii,Boreau,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergula,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergula,vårbendel,vårbendel,,3085811
1082,Spergularia media,havbendel,1,Spergularia media,144200,101582,Spergularia media,(L.) C.Presl,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergularia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergularia,havbendel,havbendel,,10790895
1083,Spergularia salina,saltbendel,4,Spergularia salina,137987,101585,Spergularia salina,J.Presl & C.Presl,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Spergularia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Spergularia,saltbendel,saltbendel,,9137787
1084,Sphaerophorus fragilis,grå korallav,1,Sphaerophorus fragilis,51293,75320,Sphaerophorus fragilis,(L.) Pers.,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Sphaerophoraceae Sphaerophorus,grå korallav,,,5261340
1085,Sphaerophorus globosus,brun korallav,7,Sphaerophorus globosus,51294,75321,Sphaerophorus globosus,(Hudson) Vainio,species,,,Lav,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Sphaerophoraceae Sphaerophorus,brun korallav,,,5261338
1086,Sphagnum angustifolium,klubbetorvmose,7,Sphagnum angustifolium,188745,104982,Sphagnum angustifolium,(C.E.O.Jensen ex Russow) C.E.O.Jensen,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,klubbetorvmose,klubbetorvmose,,2668960
1087,Sphagnum annulatum,pisktorvmose,1,Sphagnum annulatum,188573,104983,Sphagnum annulatum,H.Lindb. ex Warnst.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,pisktorvmose,pisktorvmose,,2669169
1088,Sphagnum auriculatum,horntorvmose,1,Sphagnum auriculatum,188854,104986,Sphagnum auriculatum,Schimp.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,horntorvmose,horntorvmose,,4280844
1089,Sphagnum balticum,svelttorvmose,3,Sphagnum balticum,188762,104988,Sphagnum balticum,(Russow) C.E.O.Jensen,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,svelttorvmose,svelttorvmose,,2669138
1090,Sphagnum capillifolium,furutorvmose,5,Sphagnum capillifolium,188780,104989,Sphagnum capillifolium,(Ehrh.) Hedw.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,furutorvmose,furutorvmose,,8227194
1091,Sphagnum centrale,kratt-torvmose,3,Sphagnum centrale,187435,104990,Sphagnum centrale,C.E.O.Jensen,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,kratt-torvmose,kratt-torvmose,,2669004
1092,Sphagnum compactum,stivtorvmose,4,Sphagnum compactum,188752,104991,Sphagnum compactum,Lam. & DC.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Rigida,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Rigida,stivtorvmose,stivtorvmose,,2668959
1093,Sphagnum contortum,vritorvmose,1,Sphagnum contortum,188812,104993,Sphagnum contortum,Schultz,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Subsecunda,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Subsecunda,vritorvmose,vritorvmose,,2669208
1094,Sphagnum cuspidatum,vasstorvmose,2,Sphagnum cuspidatum,188857,104994,Sphagnum cuspidatum,Ehrh. ex Hoffm.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,vasstorvmose,vasstorvmose,,2669112
1095,Sphagnum divinum,abelstorvmose,4,Sphagnum divinum,160475,186465,Sphagnum divinum,Flatberg & Hassel,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Sphagnum,abelstorvmose,abelstorvmose,,10025353
1096,Sphagnum fallax,broddtorvmose,1,Sphagnum fallax,188746,104995,Sphagnum fallax,(H.Klinggr.) H.Klinggr.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,broddtorvmose,broddtorvmose,,2669002
1097,Sphagnum flexuosum,silketorvmose,1,Sphagnum flexuosum,188763,104997,Sphagnum flexuosum,Dozy & Molk.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,silketorvmose,,,2669235
1098,Sphagnum fuscum,rusttorvmose,1,Sphagnum fuscum,188841,104998,Sphagnum fuscum,(Schimp.) H.Klinggr.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,rusttorvmose,rusttorvmose,,2669215
1099,Sphagnum girgensohnii,grantorvmose,11,Sphagnum girgensohnii,188798,104999,Sphagnum girgensohnii,Russow,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Acutifolia,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Acutifolia Acutifolia,grantorvmose,grantorvmose,,2669241
1100,Sphagnum lindbergii,bjørnetorvmose,2,Sphagnum lindbergii,188587,105002,Sphagnum lindbergii,Schimp.,species,,,Moser,Plantae,Bryophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Cuspidata,,,Plantae Bryophyta Sphagnopsida Sphagnales Sphagnaceae Sphagnum Cuspidata,bjørnetorvmose,bjørnetorvmose,,2669078
